OB_code,Cont,Reg,Cty_Dist,S_Cty,Villge,GPS_x,GPS_y,St_date,En_date,OB_Yr,OB_Mo,Landuse_changes,Presence_of_previous_ob,Pr_largeob,Pr_sporob,Pr_ngb.Arob,Hu_Cs,LS_Cs,OB_HU_LS,No_HU_cases,No_LS_cases,CASES,Type_cases,Predominant_LS_species,Size,Density_classification,Cattle_density,Sheep_density,Goat_density,Human_population_density,Host Density,Production_system,Annual_rainfall_3rd_yr_prior,Annual_rainfall_2nd_yr_prior,Annual_rainfall_prec_yr_to_OB,Annual_rainfall_OB_yr,Monthly_rainfall_OB_month,Monthly_rainfall_1st_month_prior_OB,Monthly_rainfall_2nd_month_prior_OB,Monthly_rainfall_3rd_month_prior_OB,Annual_temp_3rd_yr_prior_OB,Annual_temp_2nd_yr_prior_OB,Annual_temp_prec_yr_prior_OB,Annual_temp_OB_yr,Monthly_temp_OB_month,Monthly_temp_1st_month_prior_OB,Monthly_temp_2nd_month_prior_OB,Monthly_temp_3rd_month_prior_OB,Annual_humidity_3rd_yr_prior_OB,Annual_humidity_2nd_yr_prior_OB,Annual_humidity_prec_yr_prior_OB,Annual_humidity_OB_yr,Monthly_humidity_OB_month,Monthly_humidity_1st_month_prior_OB,Monthly_humidity_2nd_month_prior_OB,Monthly_humidity_3rd_month_prior_OB,Di_WLpark,Altitude,Elevation_below_1000,NDVI_change_1st_month_prior_OB,NDVI_change_2nd_month_prior_OB,NDVI_change_3rd_month_prior_OB,Average_change_NDVI,Soils,Elevation_Classification,OB_month_ndvi,First_month_prior_ndvi,Second_month_prior_ndvi,Third_month_prior_ndvi,Average_NDVI_to_OB,Positive_change_in_NDVI,Soils_new,Types_landuse_changes,Di_WLpark
66,Uganda,Western,Isingiro,Oruchinga_Base_Camp,Rwamuhunga,30.738107,-0.924658,43310,43331,2018,July,1,0,0,0,0,1,1,HU_LS,1,,1,0,Cattle,large,Medium,17.46722463,4.064842923,150.9881466,137.1309771,309.6511913,Extensive,856.4220626,855.0286137,917.4188684,1083.374643,6.049810886,21.80308914,87.80123186,192.710844,26.75000032,27.25000048,27.19166724,27.00000064,27.10000038,26.60000038,26.30000114,26.20000076,73.12,71.38,72.44,76.62,71.5,77,84,84.56,0.5,1200,0,-0.0869,-0.2218,-0.136,-0.148233333,other,High,0.543,0.6299,0.7648,0.679,0.691233333,1,Clay soils,Agricultural,0.5
67,Uganda,Western,Isingiro,Bukanga,Mugenyi_B,31.04006,-0.861058,43313,43333,2018,August,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,45.83534575,0.001652566,79.8289525,550.9771603,676.6431112,Semi_intensive,796.4610831,763.1004951,913.3346672,970.9218164,42.44024855,0,21.63548911,88.56019402,26.65000041,27.20833365,27.15833394,26.85000006,26.60000038,27.10000038,26.70000076,26.10000038,72.31,69.12,70.88,73.5,65.25,64.44,72,83.44,25,1088,0,-0.1071,-0.20405,-0.24125,-0.184133333,Leptosols,High,0.39465,0.50175,0.5987,0.6359,0.578783333,,Sandy soils,Agricultural,25
68,Uganda,Western,Kiruhura,Sanga,Nyankumba,30.908201,-0.501662,43319,43341,2018,August,1,1,0,1,1,1,0,HU,2,,2,0,Cattle,large,Medium,168.6481464,2.201805173,114.687088,14.88424619,300.4212858,Semi_intensive,802.0026438,832.1811837,908.7054334,1018.517432,72.40752499,5.650475025,32.20864201,68.28115582,26.75000032,27.25000048,27.19166724,27.00000064,26.80000114,27.10000038,26.60000038,26.30000114,72.62,70.88,72.62,75.62,69.5,67.56,76.88,84.75,1,1594,0,0.0065,-0.1596,-0.24795,-0.133683333,Ferralsols,High,0.3268,0.3203,0.4864,0.57475,0.460483333,2,Clay soils,Agricultural,1
69,Uganda,Western,Rakai,Kacheera,Kakyera,31.451031,-0.714264,43320,43336,2018,August,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,65.31817546,10.06873879,40.42023191,110.5929038,226.40005,Semi_intensive,1154.535078,1092.911133,1343.892621,1219.156572,58.50829813,6.060037613,52.86490202,152.7152662,26.99583364,27.53750038,27.48750051,27.18750048,26.70000076,27.20000076,26.90000057,26.40000057,75.25,72.75,74,75.12,68.25,66.56,75,85.19,10,1280,0,-0.1075,-0.2408,-0.2723,-0.206866667,Leptosols,High,0.41145,0.51895,0.65225,0.68375,0.618316667,,Sandy soils,Agricultural,10
70,Uganda,Eastern,Iganga,Busembatia,Kasabuli,33.628384,0.773025,43306,43332,2018,August,1,0,0,0,0,1,0,HU,1,,1,0,Sheep,small,Medium,83.04039357,2.834328815,100.1335472,2575.124911,2761.13318,Semi_intensive,1612.858436,1275.443811,1543.186554,1501.148467,120.0887916,54.7000351,123.8666048,263.8585634,29.9416674,30.59166718,30.33333365,30.12500032,28.39999962,28.60000038,28.70000076,28.70000076,69.88,70.5,69.44,74.31,78.25,79.81,82.56,84.44,,1110,0,0.0136,-0.114,-0.13435,-0.07825,Ferralsols,High,0.56715,0.55355,0.68115,0.7015,0.6454,2,Clay soils,Agricultural,
71,Uganda,Western,Kiryandongo,Kiryandongo,Mirima,32.15906437,1.897241385,43527,43553,2019,March,1,0,0,0,0,1,0,HU,1,,1,0,Cattle,large,Low,24.71439032,3.158998113,24.79658507,34.92655367,87.59652718,Semi_intensive,1390.546464,1165.286457,1181.184214,1350.254965,208.7581966,41.2467525,5.964961767,6.122399569,29.96666702,29.82500029,29.69166708,27.35833375,32.5,33,32.10000229,31,68.5,66.75,65.94,68.69,44.19,43.5,45.12,58.75,5,1120,0,-0.07435,-0.18405,-0.26685,-0.175083333,Ferralsols,High,0.32785,0.4022,0.5119,0.5947,0.502933333,1,Clay soils,Agricultural,5
72,Uganda,Western,Kasese,Nyamwamba ,Salute_B,30.0653,0.179042,43615,43646,2019,May,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Medium,62.89320447,12.14849953,211.4383547,827.998834,1114.478893,Semi_intensive,878.3374643,837.9359143,940.9083281,804.150476,80.47616053,102.3654164,86.30942774,21.04540074,27.9,27.15,28.2,27.9,27.9,27.6,28,28.2,71.31,72.44,74.12,74.69,80.69,74.5,67.38,67.12,1,1000,0,0.0885,0.1094,0.2752,0.1577,other,Medium,0.67075,0.58225,0.56135,0.39555,0.51305,2,Clay soils,Residential,1
73,Uganda,Central,Sembabule,Lwemiyaga,Kakinga,31.07702,0.091377,43501,43516,2019,October,1,1,0,1,1,1,1,HU_LS,2,,2,0,Cattle,large,Low,62.94648838,0.375299279,51.12699974,117.6044657,232.0532531,Semi_intensive,851.9570875,878.4733477,1094.164385,1034.288953,147.5925479,89.42591047,91.38407087,35.53232241,28.59166718,28.45000045,28.29166698,28.62500032,28,28.30000114,28.89999962,28.30000114,75.56,75.81,76.38,77.94,76.5,74.38,73.56,79.62,104,1241,0,0.0839,0.1013,0.0628,0.082666667,Ferralsols,High,0.7592,0.6753,0.6579,0.6964,0.676533333,2,Clay soils,Agricultural,104
74,Uganda,Northern,Obongi,Itula,Pasu,31.546031,3.481613,43789,43809,2019,November,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,27.62917127,0.148413984,40.41779071,28.56591509,96.76129106,Semi_intensive,1036.665126,1160.617893,1278.474698,1298.952601,141.3746514,183.7143333,124.7586522,152.9716687,31.7833341,31.66250022,31.56250064,31.78750038,31.85000038,30.94999981,30.85000038,30.20000076,66.75,69.81,69.44,68.5,86.19,86.31,81.06,82.94,,628,1,-0.0206,-0.0787,-0.0844,-0.061233333,other,Medium,0.7184,0.739,0.7971,0.8028,0.779633333,1,Sandy soils,Agricultural,
75,Uganda,Western,Ntoroko,Kanara,Kimara,30.41397901,1.075046437,43803,43817,2019,December,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,17.50670826,1.211579984,46.38736643,61.87742436,126.983079,Extensive,813.5577707,741.0445061,932.5140514,812.1186657,50.93161011,76.57417297,124.9041138,86.53674316,29.1666673,29.1000007,29.10833391,29.30833387,28.70000076,29.20000076,28.60000038,28.80000114,68.81,68.88,69.56,70.25,72.56,77.31,77.19,70.06,1,600,1,0.0822,-0.0186,0.0014,0.021666667,other,Medium,0.7394,0.6572,0.758,0.738,0.717733333,2,Loam soils,Agricultural,1
76,Uganda,Central,Wakiso,Kiira,Kasokozo,32.631177,0.42807,43863,43910,2020,February,1,0,0,0,0,1,1,HU_LS,2,,2,0,,NA,High,119.4103054,75.85981262,124.333666,1899.741824,2219.345608,Intensive,1253.726209,1428.480371,1695.024239,1686.218989,52.90635419,98.44314337,216.4278426,210.2296109,28.85000034,28.6562504,29.02083365,25.95833349,29.52500057,29.67499971,28.22500038,28.95000029,73.25,74.81,76.81,79.94,75.69,75.5,82.5,83.75,,1190,0,-0.0047,0.02725,-0.1324,-0.036616667,Nitisols,High,0.67095,0.67565,0.6437,0.80335,0.707566667,1,Clay soils,Agricultural,
77,Uganda,Central,Kyankwanzi,Kyankwanzi,Kitegwa,31.882801,1.183394,43873,43900,2020,February,1,1,0,1,1,1,1,HU_LS,1,,1,0,Cattle,large,Medium,173.6646196,0,23.11116558,16.31079478,213.08658,Semi_intensive,1185.940556,1331.354789,1481.766982,1312.294459,29.53585935,39.03009415,141.3087378,198.3099918,29.07500045,28.94166692,29.25833384,29.08333381,30.20000076,30.60000038,28.70000076,29.10000038,71.06,70.5,73.19,79.19,73.44,72.75,81.81,83.94,,1276,0,0.01025,-0.0156,-0.1227,-0.042683333,Fluvisols,High,0.69505,0.6848,0.71065,0.81775,0.737733333,2,Loam soils,Agricultural,
78,Uganda,Central,Wakiso,Bussi,Gulwe,32.366674,-0.015864,43894,43914,2020,March,1,0,0,0,1,1,0,HU,1,,1,0,Goats,small,Low,0,0,0,198.1050818,198.1050818,Semi_intensive,1559.649436,1964.77807,2013.909005,2050.941602,216.7945406,62.86572647,140.6015983,244.0876436,28.62708374,28.38958363,28.77916714,28.39791719,28.27500057,29.00000048,29.0250001,27.67500067,68,70.12,71.81,72.75,77.44,69.5,69.31,77.12,,1200,0,0.24395,0.0749,0.0754,0.131416667,,High,0.66065,0.4167,0.58575,0.58525,0.529233333,2,,Agricultural,
79,Uganda,Western,Kabale,Bubare (Buhara),Kigongi,29.995834,-1.245965,44020,44057,2020,July,1,1,0,1,1,1,1,HU_LS,1,,1,0,Cattle,large,Medium,52.23937355,7.614147218,114.8458588,328.1830159,502.8823955,Semi_intensive,1009.821468,1369.811262,1058.572789,1083.298118,1.64953203,15.31586958,54.09010641,193.2123938,27.9,27.15,28.2,27.9,27.9,27.6,28,28.2,73.94,78,77.88,81.25,79.81,82.75,84.69,84.38,15,1855,0,0.12775,-0.0739,-0.1635,-0.03655,,High,0.55665,0.4289,0.63055,0.72015,0.5932,2,,Agricultural,15
80,Uganda,Western,Kiruhura,Rushere,Rushere,30.862896,-0.176444,44032,44046,2020,July,1,1,0,1,1,1,0,HU,1,,1,0,,NA,Medium,118.7030854,0.080984661,35.29932149,147.4044008,301.4877923,Semi_intensive,964.1154655,1135.222774,1022.759604,1156.183101,11.69970105,32.0266145,43.58380105,192.8375053,27.19166724,27.00000064,27.28333378,26.90000041,27.39999962,26.80000114,26.89999962,25.5,74.69,76.56,77.5,81.88,79.25,79.19,80.38,83.56,1,1340,0,-0.11105,-0.1746,-0.2923,-0.19265,Leptosols,High,0.4781,0.58915,0.6527,0.7704,0.67075,1,Sandy soils,Agricultural,1
81,Uganda,Central,Sembabule,Lugusulu,Kyebando,31.455729,-0.072039,44086,44159,2020,September,1,1,0,1,1,1,1,HU_LS,2,,2,0,Cattle,large,Low,39.18300966,5.652809675,54.01219792,48.06934594,146.9173632,Semi_intensive,984.8635941,1136.008518,1167.228991,1170.657125,90.32137775,64.13278484,40.2689719,19.30833858,27.34166686,27.11666711,27.42500051,27.03333362,27.39999962,27.5,27.39999962,26.80000114,75.81,76.38,77.94,82.38,78.81,78.94,81.12,84.62,63.6,1240,0,0.1113,0.18495,0.0848,0.127016667,Ferralsols,High,0.62355,0.51225,0.4386,0.53875,0.496533333,2,Clay soils,Agricultural,63.6
82,Uganda,Western,Kiruhura,Kinoni,Kasa,31.08618,-0.04546,44344,44367,2021,May,1,1,0,1,1,1,1,HU_LS,4,,4,0,Cattle,large,Low,70.33619058,0.172062563,66.82307938,66.82451986,204.1558524,Semi_intensive,1065.038018,961.9288096,987.1365706,872.122437,69.20790339,114.5667014,107.7378132,40.3153224,28.33333365,28.61666711,28.35000038,27.9,27.9,27.6,28,28.2,76.38,77.94,82.38,80.44,87.81,87.69,80.69,76.81,10,1276,0,0.14055,0.07155,0.0467,0.086266667,Ferralsols,High,0.75015,0.6096,0.6786,0.70345,0.663883333,2,Clay soils,Agricultural,10
83,Uganda,Western,Kyegegwa,Kyegegwa,Bukere,31.09482,0.38333,44409,44428,2021,August,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,13.40753268,4.179640736,39.11789838,304.7895501,361.4946219,Intensive,1492.297432,1724.516708,1795.971863,1306.809898,132.7064471,23.87402534,30.12872934,78.29488993,28.34166702,28.65000025,28.32500013,27.9,27.9,27.6,28,28.2,76.12,77.06,81.38,76.81,66.94,67.31,77.19,86.12,24.6,1275,0,0.06625,-0.04385,-0.021,0.000466667,,High,0.47115,0.4049,0.515,0.49215,0.470683333,2,,Mixed,24.6
84,Uganda,Western,Kagadi,Mabale_TC,Kihura,30.800612,1.0121967,44563,44594,2022,May,1,0,0,0,1,1,1,HU_LS,2,1,3,2,Cattle,large,Low,23.54114644,15.68235004,50.51837628,268.1863895,357.9282623,Semi_intensive,1303.967574,1225.60691,1090.551214,1049.1,39.2,65.1,97.6,87.5,28.34166686,28.09166686,28.2,27.9,27.9,27.6,28,28.2,70.25,71.75,67.81,72.8,74,76.7,77.6,77.1,28.9,1193,0,0,0,0,0.010223333,,High,,,,,,,,Agricultural,28.9
85,Uganda,Western,Mbarara,Kashare,Kama,30.550191,-0.373517,44691,44722,2022,May,1,1,0,1,1,1,1,HU_LS,3,,3,0,Cattle,large,Medium,94.92987095,3.22762956,176.7912709,248.8038278,523.7525992,Semi_intensive,904.5048018,1002.535322,954.0131827,1049.1,39.2,65.1,97.6,87.5,27.28333378,26.90000041,28.2,27.9,27.9,27.6,28,28.2,76.69,82.44,81.38,72.8,74,76.7,77.6,77.1,30,1479,0,0,0,0,0.010223333,Ferralsols,High,,,,,,,Clay soils,Agricultural,30
86,Tanzania,Eastern,Morogoro ,Kilombero ,Kilombero_valley,36.55909637,-8.40116723,40664,40678,2011,May,1,1,1,1,1,0,1,LS,,9,9,1,Cattle,large,Low,10,5,26,30.1107338,71.1107338,Intensive,1311.37917,1189.00011,1024.597373,1511.617894,102.6234665,491.0186462,267.7226257,190.135376,30.19791718,30.50208394,30.79375033,30.39791719,29.92499971,30.12500048,30.40000105,30.92500067,71.69,69.56,65.81,70.75,83.94,88.31,87.56,84.12,15,267.7047894,1,-0.25085,-0.1222,-0.1801,-0.184383333,Fluvisols,Low,0.532,0.78285,0.6542,0.7121,0.716383333,1,Clay soils,Mixed,15
87,Tanzania,Eastern,Morogoro ,Kilombero ,Kilombero_valley,36.55909637,-8.40116723,40969,40983,2012,March,1,1,1,1,1,1,0,HU,16,,16,0,Cattle,large,Low,10,5,26,30.1107338,71.1107338,Intensive,1189.00011,1024.597373,1511.617894,1052.431079,159.8062134,76.46470642,158.2514038,221.7788849,30.50208394,30.79375033,30.39791719,30.48750051,30.5,31.42500019,30.42500019,31.1500001,69.56,65.81,70.75,69.56,87.75,83.31,85.25,70.12,15,267.7047894,1,0.07245,0.2512,0.414,0.245883333,Fluvisols,Low,0.8461,0.77365,0.5949,0.4321,0.600216667,2,Clay soils,Mixed,15
88,Tanzania,Lake_region,Serengeti ,Serengeti,Serengeti,34.7465045,-1.99797499,41852,41943,2014,August,,1,1,1,1,1,0,HU,6,,6,0,Cattle,large,Medium,88,20,42,22.3574758,172.3574758,Extensive,1225.027813,945.8884974,995.5047369,934.0424871,70.08447266,14.76601315,37.57094574,63.85134888,27.86500034,30.50208394,28.0716671,27.69333372,26.96000061,26.74000015,26.56000061,26.88000031,65.94,64.56,66.06,64.69,59.12,56.12,64.06,68.38,2.4,1372.910946,0,0.0379,-0.03445,-0.0211,-0.005883333,other,High,0.3548,0.3169,0.38925,0.3759,0.360683333,2,Clay soils,,2.4
89,Tanzania,Eastern,Morogoro ,Morogoro ,Morogoro,37.83815638,-7.18689459,41791,41811,2014,June,,1,1,0,1,0,1,LS,,27,27,1,Cattle,large,Low,10,5,26,1095.235784,1136.235784,Extensive,1108.053577,796.692749,862.1249275,1301.912526,19.18312263,162.2516174,282.7211914,262.9165039,30.81785754,30.79375033,31.10595283,30.81071459,28.75714302,29.82857159,29.87142863,31.51428631,75.75,74.81,74.75,77.44,85.06,88.56,88.38,86.38,96.4,211.6506179,1,-0.06075,-0.08355,0.0363,-0.036,Ferralsols,Low,0.7978,0.85855,0.88135,0.7615,0.8338,1,Clay soils,,96.4
90,Tanzania,Southern_highland,Mbeya ,Kyela ,Kyela ,33.8695329,-9.53353315,41791,41811,2014,June,1,0,0,0,1,0,1,LS,,3,3,1,Cattle,large,Low,15,2,21,293.0149491,331.0149491,Semi_intensive,1646.862276,1300.301837,1430.237676,1554.192117,3.233022451,33.64746094,581.8931274,256.2842407,24.14583389,27.78333375,24.56250056,24.25000024,22.20000076,23.35000038,23.15000057,23.80000019,72.19,70.12,68.69,73.94,80.88,83.69,84.75,83.25,59.1,491.1070261,1,-0.0913,0.00205,-0.1256,-0.071616667,Fluvisols,Low,0.6104,0.7017,0.60835,0.736,0.682016667,,Loam soils,Mixed,59.1
91,Tanzania,Northern,Kilimanjaro ,Moshi ,Moshi ,37.41821283,-3.38308412,43221,43236,2018,May,,1,1,1,1,0,1,LS,,83,83,1,Goats,small,Low,50,26,50,2925.269841,3051.269841,Extensive,1273.600368,1136.49748,1053.33596,1682.591299,177.2854309,564.5894775,357.1792908,21.22209549,27.6666671,30.82857189,27.8145837,27.53958368,25.70000029,27.25000048,28.95000076,31.00000048,63.94,63.56,63.62,71.5,85.44,83.88,79.5,50.88,141,789.5012671,1,0.17745,0.24075,0.3291,0.2491,Ferralsols,Medium,0.59415,0.4167,0.3534,0.26505,0.34505,2,Clay soils,,141
92,Tanzania,Northern,Kilimanjaro ,Moshi ,Moshi ,37.41821283,-3.38308412,43221,43236,2018,May,,1,1,1,1,0,1,LS,,14,14,1,Goats,small,Low,50,26,50,2925.269841,3051.269841,Extensive,1273.600368,1136.49748,1053.33596,1682.591299,177.2854309,564.5894775,357.1792908,21.22209549,27.6666671,30.82857189,27.8145837,27.53958368,25.70000029,27.25000048,28.95000076,31.00000048,63.94,63.56,63.62,71.5,85.44,83.88,79.5,50.88,141,789.5012671,1,0.17745,0.24075,0.3291,0.2491,Ferralsols,Medium,0.59415,0.4167,0.3534,0.26505,0.34505,2,Clay soils,,141
93,Tanzania,Western,Kigoma ,Buhigwe ,Buhigwe ,29.95392084,-4.46235298,43252,43343,2018,June,1,0,0,0,1,1,0,HU,1,,1,0,Goats,small,Low,14,11,14,168.8857902,207.8857902,Extensive,1495.726492,1185.511339,1232.465333,1499.96875,2.861042023,48.30087662,268.0946655,202.3978882,28.19166716,27.92291701,28.69583368,28.11250035,27.80000019,27.65000057,27.10000038,26.50000095,70.19,70.69,69.62,76.56,77.44,83.06,86.06,82.31,78.7,1459.148043,0,-0.146,-0.15685,-0.10845,-0.1371,other,High,0.53865,0.68465,0.6955,0.6471,0.67575,1,Loam soils,Other,78.7
94,Tanzania,Eastern,Dar_es_salaam,Kinondoni ,Kinondoni ,39.14305442,-6.73028446,43252,43343,2018,June,,1,1,,1,1,0,HU,4,,4,0,Cattle,large,Low,19,16,30,3303.031262,3368.031262,Intensive,1215.968174,999.1452503,1907.060991,1791.129889,36.1539917,525.8549194,424.8401489,203.9722595,31.27500057,27.92291701,31.26666689,30.99166759,29.60000038,30.30000114,30.60000038,31.80000114,77.81,76.62,77.88,77.56,76.94,80.81,81.38,78.81,85.5,133.0720717,1,-0.05945,0.14035,-0.0197,0.0204,Ferralsols,Low,0.6009,0.66035,0.46055,0.6206,0.5805,1,Clay soils,Industrial,85.5
95,Tanzania,Eastern,Morogoro ,Mvomero ,Mvomero ,37.54601487,-6.52167304,43252,43343,2018,June,,1,1,,1,1,0,HU,1,,1,0,Cattle,large,Low,10,5,26,47.05397256,88.05397256,Extensive,891.2254524,1000.328147,1066.046676,1248.620926,11.31129169,145.7194061,283.5783081,270.9312439,29.50463007,28.47500038,29.53703755,29.23518568,27.00000021,27.98888906,28.63333405,29.78888914,76.88,78.75,78.75,80.19,82.88,88.06,87.31,84.62,139,383.4598662,1,-0.15825,-0.0306,-0.0244,-0.071083333,Ferralsols,Low,0.59725,0.7555,0.62785,0.62165,0.668333333,1,Clay soils,,139
96,Tanzania,Southern_highland,Mbeya ,Kyela ,Kyela ,33.8695329,-9.53353315,43252,43343,2018,June,1,0,0,,1,1,0,HU,1,,1,0,Cattle,large,Low,15,2,21,293.0149491,331.0149491,Semi_intensive,1402.478848,1361.829839,1797.249185,1392.231441,3.530637264,75.60110474,472.0630493,211.4911652,24.55000051,31.25833384,24.64583373,24.30833364,22.10000038,23.60000038,23.60000038,23.65000057,70.81,72.19,75.06,76.44,82.88,83.38,83.81,84.12,59.1,491.1070261,1,-0.1099,-0.01435,0.02355,-0.033566667,Fluvisols,Low,0.63485,0.74475,0.6492,0.6113,0.668416667,1,Loam soils,Mixed,59.1
97,Tanzania,Central,Dodoma ,Kondoa ,Kondoa ,35.90002727,-4.74401472,43252,43343,2018,June,,1,1,,1,1,0,HU,1,,1,0,Cattle,large,Low,29,7,22,46.56491713,104.5649171,Extensive,607.7557645,652.2466713,502.9395999,808.4723392,3.699323654,22.86210823,157.1474457,235.1374817,26.38750045,29.53148201,26.56250056,26.22500038,23.80000019,24.65000057,25.35000038,26.45000076,67.12,66.69,65,72.69,74,81.94,82.56,81.56,23.6,1777.846108,0,0.086,0.5053,0.226,0.272433333,Leptosols,High,0.73435,0.64835,0.22905,0.50835,0.461916667,2,Sandy soils,,23.6
98,Tanzania,Northern,Tanga ,Kilindi ,Kilindi ,37.5635264,-5.51672457,43252,43343,2018,June,,1,1,,1,1,0,HU,1,,1,0,Cattle,large,Low,29,9,28,36.75248293,102.7524829,Extensive,769.7693334,880.3754816,867.9423313,1214.62108,9.983101845,138.5124207,288.9851074,304.9574585,28.28888914,24.54615417,28.35000049,28.05000056,25.66666667,26.63333321,27.60000102,28.83333397,79.56,81.81,83,84.06,87.69,91.12,90.06,87.25,,817.0438833,1,-0.248,-0.06885,-0.25215,-0.189666667,Ferralsols,Medium,0.4414,0.6894,0.51025,0.69355,0.631066667,1,Clay soils,,
99,Tanzania,Eastern,Morogoro ,Mvomero ,Wami_Dakawa,37.54601487,-6.52167304,43617,43708,2019,June,,1,1,1,1,1,0,HU,20,,20,0,Cattle,large,Low,10,5,26,47.05397256,88.05397256,Extensive,1000.328147,1066.046676,1248.620926,1290.10131,6.848083973,137.3511658,243.8847961,132.8405762,29.53148201,26.60416683,29.23518568,29.53240787,27.31111145,26.58888923,30.11111132,31.35555606,76.88,78.75,80.19,79.69,77.25,87.69,86.19,78.56,139,383.4598662,1,-0.05315,0.10475,0.09725,0.049616667,Fluvisols,Low,0.65385,0.707,0.5491,0.5566,0.604233333,1,Loam soils,Industrial,139
100,Tanzania,Northern,Kilimanjaro ,Moshi_Rural ,Lower_Moshi,37.41821283,-3.38308412,43891,43905,2020,March,1,1,1,,1,1,1,HU_LS,7,122,129,2,Goats,small,Low,50,26,50,359.0284615,485.0284615,Extensive,1053.33596,1682.591299,1515.04687,1431.352757,305.3779297,57.17272949,150.8818054,219.0713043,27.8145837,28.37777827,27.99375033,27.65833374,29.47500086,29.70000029,29.37500048,28.30000019,67.31,75.62,75.62,71.75,81.12,76.06,78.19,74.38,141,789.5012671,1,0.0867,-0.02765,-0.0855,-0.008816667,Ferralsols,Medium,0.6091,0.5224,0.63675,0.6946,0.617916667,2,Clay soils,Industrial,141
